review_text_clean,sentimen
tahun pake dana dana cicil,netral
sepenuh bom penuh,netral
aplikasi keren kirim terima negeri loh yuk gak ragu pake aplikasi dana ajah,netral
akun bajak orang nya tindak lanjut,netral
knpa dana cicil,netral
id deylan rizky umbara no prihal limit dana cicil hilang fitur dana cicil fungsi bikin lapor via chat ana gmail sosmed tanggap tangan yg kecewa apk dompet digital besar indonesia layan nya profesional tanggap keluh nasabah nya customer care sedia d sambung layan sibuk jwban template trs yg dpt,negatif
mudah bayar digital,positif
bagus aplikasi dana,positif
susah ngajuin dana cicil dana instan jg jwban nya sma ajh ga bs ngasih solusi kecewa,negatif
moga depan nyh aman nabung,positif
aplikasi lumayan oke sayang fitur dana cicil dana pinjam ga muncul aplikasi pakai aplikasi ga muncul,negatif
tipu aplikasi tanggung,netral
allhamdulilah d rubah akun k akun puas deh pake dana gk ribet tf,negatif
aplikasi dana yg hebat e wallet mana tiada tanding moga jaya,positif
dana pas login jaring masalah sinyal aman aja pake apk lancar aja,positif
ok mantap dana cicil nya ok,positif
aplikasi gak buka pdahal udah pakai dana kartu aktif saldo,negatif
pinjam dana instan aplikasi dana,positif
hilang uang jt dana sakit transaksi refund uang nya hati hati aplikasi dana,negatif
layan nya terima kasih,netral
kirim uang bri transaksi hasil uang bom masuk bri benerin apknya,netral
cuku puas mantap jwmpol ama bintang,positif
mantap praktis top up gratis,positif
dana bantu dlm transaksi,netral
kapok pakai dana beli pulsa telkomsel nggk masuk saldo potong tipu aplikasi,negatif
dana cicil gimana akses,netral
enak mudah cepat,positif
update susah banget sulit napa susah payah tau ga jaga aman sistem jaga akun perangkat orang beri orang bebas ga rusak yg bug yg bikin hp orang ngehang,negatif
dana tololl bayar beli pulsa sudahdibayar pulsa masuktolong danadi baik bug,negatif
tolong fitur scan qr nya benerin udah kali kali scan ngga bayar tulis ups gambar qr nya banget,netral
kawan ad bug,negatif
dana ewalet yg,netral
is the best,positif
aplikasi pusing login proses nya,netral
tolong aktif dana cicil nyah,netral
kecewa fitur dana cicil gada,negatif
bagus sayang dana cicil sayah,positif
sayang muncul dana cicil premium,positif
aman simpan uang dana,positif
mohon dana kirim uang bank bni knapa masuk,netral
top up gabisa aplikasi aneh,positif
ngebug perangkat jprime,netral
senang dgn apk dana gampan trandaksi onlain,positif
pakai dana dana cicil nya kecewa ana nunggu,negatif
nonaktif fitur viz dana gagal ikut arah dana gagal mohon baik dana kalo hapus aja fitur nya,negatif
perfect no comment,netral
aplikasi dompet bagus,positif
disupended saldo ga aplikasi kocak maling klo saldo g,negatif
bagus ngga ribet,positif
lol ngk visa hp,netral
bgt bgt bgt bgt bgt error cuy ga transaksi kalo asuransi proteksi ga centang hadeuh,negatif
istri perha hilang simpan d dana kecewa,negatif
susah beli data dana,negatif
moga amanah layan fitur sungguh mudah transaksi maju trus dana,positif
yg transaksi ga baik kh,negatif
tolong munculin fitur dana instan akun dana,positif
anying ga masuk muter mulu anying tetep aja ga,negatif
senang mengunakan apk dana,positif
dana sy gk buka pdhl no bnr,netral
tari suka error,positif
mudah utk tf,positif
kecewa banget banget dana nomer daftar aktif bikin sukses kasi kasir minimarket kalo salah nomer nomer nya aktif ganti rugi,negatif
dana intanya ntransaksi udah,netral
ok the best la,positif
dana orang yg hilang parah,negatif
bagus transaksi digital,positif
doang dana cicil parah banget top up keluar udah gede cicil muncul ngajuin nya gimana,netral
bagus n cepat,positif
batu trimakasi dana moga sukses,positif
nyesel pakai dana dh x uang hilang gk skrg x jg beli paket data gk masuk dah pakai proteksi asuransi gk ngaruh jg nyesel umur hidup nyesel,negatif
tolak bayar tolak instal titik error ga instal titik,negatif
gabisa upgrade premium ya udah sesuai arah pakai ektp asli gabisa daftar eror mulu,negatif
udah upgrade premium udah coba restart tetep ga transfer ya tolong bantu,netral
kasih dana cicil,netral
bantu dompet digital bagus,positif
kesel banget g scan qr baca edit qr qr all payment udh mana susah banget qr udh gw coba,negatif
matap dn percaya,netral
dink kirim ndak cuman bis ribu fd d,netral
kirim uang mudah skrg,positif
transaksi mudah simpel gampang cepat free admin,positif
e wallet gampang retas,positif
ya pindah akun gagal truss ganti no gagal truss kecewa sih,negatif
bayar apa dana,netral
tolong bayar dana cicil bulan minggu aplikasi bantu saat butuh tagih minggu,netral
duit habis semenjak dana,netral
gagal tarik saldo dana goal kendala panarikan dana goal nya,negatif
tolong nonaktif fitur dana viz rujit deuh,netral
dana premium hasil ktp,positif
selesai suruh nunggu doang harap dana baik apk cs nya,positif
puas apk dana bayar mudah,positif
gimana dah pakai rekening keluarga kagak kirim pake qris udah pas gk deteksi barcode ya,netral
aplikasi enak cepat transaksi gak ribet jos,negatif
udah ber pake dana fitur dana cicil nya ngga muncul tolong gimana,netral
mudah urus perban thanks dana,positif
nabung dana sanagat murah transfer gampang dr i potong,positif
bantu cepat aman jamin,positif
tolong kuat sistem aman nya hilang uang rupiah bayar laku riwayat transaksi tera bayar asal wps office langgan wps henti desember transaksi tanggal januari konfirmasi aju refund ei dana bantu kecewa,negatif
balikin saldo gua,netral
bukti bayar bagus kalo dana kasih sya rb sih hehe,positif
saldo raib ribu untung nominal endap yng saldo sisa rupiah nya rupiah langsung rupiah cek riwayat transaksi transaksi tera yg uras saldo rupiah guna dana harap hati hati saldo raib riwayat transaksi fyp guna dana lahir apk,positif
akun dana d hapus,negatif
mantap gak yaa transaksi hapus,negatif
mantap ribet mskasih,negatif
maksa dana cicil bayar pakai saldo tagih nipu gk ush,negatif
sayang upgrade premium turun bintang,positif
dana cicil seta kali saldo hilang fitur dana cicil akses,negatif
thank you man,netral
kacau gk login jaring masalah jaring ku bagus udah jaring wi fi ganti seluler mode pesawat aja yg muncul jaring masalah,positif
biar bintang yg bicara,netral
mindahin akun gagal mlu,negatif
susah banget masuka akun tolong benah,negatif
mantap urus cepat selesai,positif
butuh bgt dana aplikasi trobel lapor mana ya,netral
kali pakai dana cicil hasil cicil beli token listrik k langsung lunas cicil tagih kali coba tuk kali beli cicil saldo aplikasi lazada k lalu scan qris aplikasi dana metode dana cicil langsung hasil esok hari tagih cicil kali kecewa,negatif
bintang dana cicil,netral
bantu proses bayar semua aplikasi,netral
ga upreg dana prmium udah kali photo ktp selfi aja ga lelet henti fitur dana instan ga muncul,negatif
tolong benerin sistem nya duit dikemanain pulsa ga masuk saldo ngurang kecewa,negatif
ini apk dana root yaa tolong dongg apk nyaa,netral
ga masuk apk,negatif
knpa dana cicil limit yg sedia gk,netral
blm dpet dana cicil,netral
dana buruk history transaksi aja muncul guna dana alih ewallet klo,negatif
mudah kirim transfe uang,positif
mantap lancar jaya,positif
ngga download daftar ga kendala udah kaya gitu gimana min ttp ga,negatif
mudah transaksi biaya kredit,positif
tambah dana instan nya bos,positif
dana cicil nya gak tolong gimana,negatif
cepat kilat anti ribet,netral
akun dana aman krna x dana sya hilng pdaha bru kirim hilng sya transaksi,positif
dana dana cicil nya ga tambah limit bayar sayang bgt dana instan nya gada,netral
mohon bantu hp yg hilang karna dana verifikasi premium ganti no nya,netral
ribet banget login cs pake ai iyaa kalo bener ga ter atas,negatif
app umur idup,netral
apk bagus ok,positif
pitur dana cicil bom iya,netral
aplikasi gampang lacak tipu uang dana hangus hilang,netral
bagus transaksi lancar dana the best,positif
voucher gak pakai,negatif
jelek aja bukak aplikasi gak jaring putus bukak aplikasi,negatif
knpa ngga dana pinjam ya,netral
halah event misteri box hadiah kedok belaka bohong hadiah gak yg tipu tipu,negatif
cegah tipu owner,netral
mohon tambah fingerprint,netral
simple mudah praktis free biaya admin,positif
aja hapus cacse nya riset hp nya aja aplikasi dana ga buka pusing deh,negatif
aplikasi gak proses paket data proses trs gak urus kemarin cepat proses tipu ya,negatif
aman bos transper mudah nga ribed,positif
aplikasi bagus cepat,positif
neng aplikasi dana gk ribet,netral
tks bantu mslh pin,positif
fitur dana cicil akun aktiv terima bayar dana bisnis bayar kantin tolong tingkat sedia dana cicil akun fitu dana cicil pas buka layar blank putih doang ngak,negatif
aktifasi dana cicil kak,netral
kecewa dgn aplikasi rugi aplikasi karna proteksi lindung layar jamin uang kurang kali kali hari karna transaksi pending costumer rugi karna pending mohon timbang adminnya,negatif
mudah kirim uang terimakasih moga sukses,positif
bagus aman transaksi dana moga gratis transfer minimal x bulan,positif
apk simpel guna simpel fitur sedia aplikasi sistem bayar cepat,positif
aktivasi dana cicil selesai tunggu aktivasi nya klik syarat penuh tolong la baik,netral
repot apk dana upgrade akun dana premium ajar akun dana premium turun premium suruh upgrade ktp tombol lanjut fungsi gimana upgrade data sulit sulit tinggal apk dana pindah apk gopay utama transaksi,positif
hilang saldo respon kembali karena beli x tra protection tulis alat tingkat informasi data kompensasi tipu bobol kecewa hilang saldo suruh beli x tra protection puas layan kalah aplikasi komplenan nasabah cepat bantu coba simpan uang transaksi pikir,negatif
ga buka aplikasi,negatif
dana cicil muncul,netral
tolong yg aplikasi aman nya uang hilang sang kirim pakai qris permanen dana bekal aman yg akurat,positif
saran develop transaksi paket kuota pake jaring gimana situasi desak gak kuota saldo dana tolong adaain fitur offline kuota nya,negatif
moga manfaat bantu terimakasih,netral
uang hilang dana langgan,negatif
bobrok nomer hp gak aktif aja mintain kode otp udah jelasin nomer aktif hp hilang aja mintain kode otp pin verivikasi wajah email kait aja mintain kode otp emang bobrok dana saldo situ emang bobrok dana,negatif
apk dana lelet,negatif
mantap smua urus jdi lancar,positif
semangat biar sukses,positif
sangary mudah transaksi apa dgn dana bantu gak ribet dgn aplikasi mantaf sukses dana,negatif
moga amanah ya,positif
respon lambat aman buruk ga jamin klau simpan uang dana,negatif
atifkan fitu dana cicil,netral
klo abis gnti hp truss msuk lgi vermuk a sush bngtt pdahal muka sndri truss kmera a terang tpi sush bngt sdangkan sya vermuk aplikasi langsung msukk aneh bngt aplikasi,netral
knp iya dowload aplikasi susah buka,negatif
transaksi transfer gratis x bln,positif
maksud nya tunggu menit pas login ya pin udah bener gak login topup karna dana nya pls baik,negatif
mantap cepat percaya,positif
aplikasi dana aman akun hack orang kembali akun nggak nggak sesuai,negatif
knp aplikasi aktivktas semuua g buka dah tolong donk pdhl signal signal intenet tdk mslh baik dah bbrpa kali ganti aplikasi ttp aja g,netral
apk tolol dana cicil gabisa,negatif
ya dana cicil qu beku telat byr tp bayar langsung lunas,netral
dana gajelas ga transaksi capcut duit hilang rb ga capcut mending pindah gopay aja,negatif
udah verifikasi wajah otp hp hilang nomer tdk aktif,negatif
fitur dana cicil sy sedia tp pas d klik blank putih,negatif
bagus mudah pakai,positif
lenyap saldo gabisa login login pake kode otp verifikasi wajah selesai nomernya dah mati suruh ganti akun update premium lapor ai ana csnya blm jg transfer saldo ribet banget login ribet jg tinggal kirim saldo akun doang tinggal liat data isi biodata ktpnya kocak,negatif
pinjam uang percaya am akun dana,netral
aktif dana instan,positif
layan cs lelet udah kasih data yg perlu untuak aftifkan akun beku aktif akun dana,negatif
aplikasi dana ngga guna kendala nya mending gua hapus aja lahh,negatif
aplikasi bantu bayar,netral
ga jelass dana cicil,negatif
fitur dana cicil stuck buka,netral
transaksi dana pinjam bom timbul tolong bantu,netral
aktif dana cicil aktigak ad kak dana cicil nyaf,netral
fitur nama ny dana cicil limit ny beli token listrik k aja gacukup bikin fitur bagus berani nanggung fitur ny udah pake gapernah telat bayar tagih ny gaada naik limit sedikit,positif
bantu terimakasih dana,netral
apk yg bantu transaksi,netral
gak masuk hp oppo,negatif
dans the best,positif
tolong protect nya upgrade aplikasi nya bantu gampang transaksi sampe hack orang pasuk link fishing tolong upgrade protect nya hilang sekian ratus detik transaksi tahu moga aju refund sukses karna saldo habis orang transaksi tahu tolong tindak lanjut,negatif
suka mengunakan dana,positif
ribet otp nya ga seribet pin wajah baik dana pakai,negatif
tambah investasi perak min,netral
respon keluh nggak respon dana nyangkut min,negatif
bagus apk nya,positif
dana fitur beli saham,netral
dana cicil gak pakai dana cicil sedia,negatif
daftar akun lojin tolong baik,netral
good jobs bantu,netral
sayangnyaa akun ga dana cicilnyaa,negatif
dana cicil gak,negatif
kecewa banget saldo kali hilang gara gara isi dana bayar mana beli saldo hilang kecewa download dana bahaya saldo aman,negatif
akun dana gak premium coba upgrade susah ampe skarang gk upgrade tolong min,negatif
aplikasi yg bagus klo kirim kirim admin min terimakasih,positif
cuman gua pakai wifi masuk dana,netral
dana aman percaya,positif
aplikasi me response kendala,netral
upgrade ribet uang ribu itu coba gimana,netral
apk dana ndak buka vivo y,netral
fitur dana instan nya ko gk tolong in terimakasih,positif
aplikasi dana udah bagus fitur dana instanya,positif
lumayan apk dana fast respon,positif
kasih bintang deh dana masalah dh mntk bantu proses suruh nunggu tpi gd respon jgk dh aju tpi gda tindak jgk duit lo dana lumayan segitu masak akun g buka kembali kali gosa pakek dana g tanggung kali apknya,positif
gk login aneh banget dana seteah update,netral
make dana tahun tetep ga dana cicil,negatif
mantap dana membanty,positif
aplikasi sampah isi saldo potong otomatis download apk nya gak potong nominal nya lumayan aplikasi tipu download dompet digital mending pakai apk dana nyesal pakai apk apk tipu,negatif
dana cicil kadang ngk sedia tolong baik,netral
tolong aktifin fitur dana cicil,netral
tolong aktif dana cicil,netral
bantu transaksi mudah,positif
dana cicil ga tolong respon nya bos,negatif
ku dana cicil knp ya udah dana cicil blang putih,netral
tolong update aman aman sentosa san jaya,positif
min tolong gimana dana gabisa tarik karna verifikasi wajah gagal deteksi yg mas tolong solusi min,negatif
dana susah ya kalo ganti nomer yg akses nomer yg kali coba gagal tolong baik,negatif
mantap sayang nya fitur dana cicil tampil,positif
sanggat bantu segallahal dana cicil,netral
ok dana mantap,positif
login ya dana ya,netral
t o p,netral
aplikasi enak ga kendala sayang nya fiturr dana instan ga muncul muncul udah transaksi,negatif
ganti akun dana gak,negatif
maaf kasih bintang dlu dana muncul dana cicil,netral
akun kouq fitur pinjam transaksi dana,netral
daftar dana padahah kartu,netral
layan e wallet lambat yg gw rasain ngehapus data ktp premium aja aplikasi aja udah selesai kadang jam lelet udah tara layan perintah konoha,netral
aplikasi curi dana tolong perintah tindak apk tdk tanggung aman konsumen saldo ambil tolong perintah apk dana sdh resah tolong sanksi,positif
