review_text,rating
trmksh bantuan anda sangat bermanfaat,5
sangat membantu,5
penggunaan nya gampang,5
tolong bantuannya kak. kenapa DANA CICIL saya gak bisa di ajukan. tolong bantu kak. sekian terimakasih ☺,5
sanggat bagus,5
Listrik di DANA ko ada kendala,5
bagus,5
terimakasih memang DANA paling mantaf,5
oke,4
tolong dong dana ini knapa ya saya mau login ke nomer dana saya tapi harus melalui kode otp lewat email yg sudah ilang mohon dong untuk kode otp nya kirim ke via sms atau whatssap!! dana konyolllllllll gbisa di mengertii konyol,1
parah udh jelas mau ganti nomor karna nomor telepon tidak aktif untuk mendapatkan kode otp malah di suruh login buat cairkan ini itu aneh²,1
sangat simpel mengaplikasinya,4
good 👍🏻☕,5
bagus,5
sangat cocok untuk saya,5
baguss,5
"kasih bintang 3 dulu,karena saya penguna dana udah lama, gak dikasih fitur dana cicil,nanti kalau udah ada fitur dana cicilnya saya tambahin lagi bintangnyaa",3
mantap dana,5
pakai dana lebih simple dan anti ribet,5
dana saya ga bisa diambil karna no saya sudah hilang tapi disuruh verifikasi padahal udah verifikasi muka dan pin ttp saja minta verifikasi WhatsApp haduh,1
kenapa di akun dana saya gak ada fitur dana cicil,3
kak minta tolong mau ganti KTP gak bisa2,5
keren,5
sangat bagus,5
sangat bagus,5
membantu,5
"saya kecewa akun dana... uang saya hilang/terpotong begitu saja...tanpa ada komfirmasi,saya uda laporkan ke dana mala bela belik...tdk bertanggung jawab.aku jadi takut nabung dina... uang kemarin aja belum kembali",1
"aplikasi ribet perkara nomor ilang gk bisa masuk.mana ada saldonya lagi,perasaan dlu DANA gk seperti ini makin ke sni makin aneh nyesel pakai DANA",1
👍,5
oke,5
tolong akun dana pemindahan diproses kan cepat dan tidak perlu lagi login pakai otp nomor ho,5
terima kasih,5
oke bagus,5
Fitur nya bagus Mohon di perbaiki top up agak lelet,5
bagus,5
seneng bgt pake aplikasi ini biaya tranfer free dan jarang ada kendala menggunakan q ris,5
aplikasinya sangat bagus dan bermanfaat,5
kenapa dana cicil saya kok tidak bisa terpakai ya padahal saya bayar sbelum jatuh tempo,4
tiba2 dana saya terpotong 180.000.ada yg top up roblox tanpa sepengetahuan saya...tolong dikembalikan...knp tidak pakai kode ke no dana yg bersangkutan.,1
sangat membantu,5
tingkat kan keamana dan amanah,4
bagus,5
saya kecewa sama apk dana ini dengan alasan fitur dana cicil ga ada,3
mantap...,5
mantap kl biasah ptongan TF nya jngan nayak2 bos,5
baik,5
"Filtur dana cicil saya hilang kak setelah saya uninstal dan download lagi, versi dana saya masih versi dana 2. Kak",5
mantap,5
aplikasi selalu berhenti saat login,5
sangat membantu banget,5
bagus,5
ok,5
"dana makin susah dan ribet,pin benar face wajah benar diminta kode via wa sms,sedangkan kartu nya udah hilang kan jadi ga bisa digunakan lagi ga bisa login,,tolong lah pihak dana jangan dipersulit gini udah face wajah langsung login aja,,saya sangat amat kecewaa",1
"dana cicil saya sudah muncul,,tpi pas di klik layarnya putih ga ada menu ? saya tetep kasih bintang 5 karna emang sebagus itu aplikasinya ga lemot dan cepat",5
cuman bayar QRIS harus verifikasi wajah,1
keren,5
saya suka pakai aplikasi dana,5
kenapa dana cicil tida ada di akun dana saya,3
tolong aktifkan fitur dana cicil saya,5
aplikasi dananya tdk dot di buka,5
Top,5
berguna,5
bagi dana cicil dong,5
mantap,5
mantap buat nabung,5
sering promosikan cicilan,1
Aman.,5
transaksi mudah,5
ok,4
good lahhh sy suka,5
baguss,5
Sangat membantu,5
keren,5
Sangat baik,4
good job,5
"dana sekarang ga aman saya kecewa karna sistem dana tidak se aman itu masa iya saldo saya Rp 532800 ke kuras oleh google tanps ada riwayat dalam google yang terhubung , sistem dana mudah di retas",1
Maaf saya Lusye Letwart mau tanya siapa pun itu yg menyangkut aplikasi tsb untuk masuk ke dana Donasi saya tidak ada sama sekali nihil ( 0 ) saya mohon solusi yg terbaik bagemana agar maling tidak nyolong hak saya atau hak orang lain!? Demikian harapan saya tsb di atas mohon di bantu ya terima kasih?,5
"hallo maaf dari kmren aplikasi Dana saya tidak bisa chat VS, tidak bisa buka fitur pulsa, listrik dll, cman bisa tarik Dana sama kirim Dana aja, apakah dari kmren Dana sedang ada gangguan?",5
enak kah udah masuk ke akun malah ngebug gak bisa masuk udah 2 bulan ini,1
D hp samsung j7..kenapa gak bisa login stlah di perbaharui...cobasolusinya,2
goods.,5
fitur dana cicil saya masih belom muncul,5
bagus,5
mantap,5
Buka dana Permium.ardi,5
wah mantap sekali aplikasi nya untuk transfer uang,5
dana cicil saya tidak bisa di gunakan sangat mengecewakan,5
"aplikasi ini membantu, cuman pengamanannya kurang maksimal, masih bisah di sadap oleh pengguna lain, saldo sy habis tanpa sisa.",1
"tiba ""saldo saya kepotong sendiri gk melakukan transaksi malah kepotong sendiri babj",1
"dana instan tidak muncul,padahal akun saya sudah premium",1
mantaaaaaapppp sekali aplikasi nya,5
sangat puas,5
apalah buruk banget masa login harus verifikasi nomor kalo nomor gak aktif gimana coba gw minta berapa Minggu gak opsi verifikasi kaga di ituin malah diemin please lah kalo nomor gak aktif Jan dipaksa verifikasi nomor,1
sangat membantu,4
mantap,4
ok,5
sangat memudahkan hanya kurang satu ya itu pengaturan dana instan,5
Jelek... Saya kehilangan handphone dan ganti nomor baru ternyata tidak bisa pindah saldo pakai verivikasi pun gagal ribet harus kesana kesini ujung²nya gagal. sistem Bot gak bisa bantu sama sekali. STOP PAKAI DANA SEBELUM MENYESAL SEPERTI SAYA,1
Bagus,5
"jangan mau lah pakek dana ni sumpah sampe lah 2 akun masih bermasalah yg pertama Tibo"" saldo di sedot otomatis sampe nol rupiah .truss aku keduo udah premium Tibo"" Ado be bermasalahnyo masak Iyo udah pakek 2 THN dana tiba"" bermasalah Sam premium truss di blokir otomatis nunggu 9 bulan .tambah parah lagi KTP Ado pluss dak Ado masalah dikit pun udah nak masuk 3thn aku pakek dana ni tetap be dak biso di premium aneh hati"" be lah bos udah kirim lewat gmail ubah nomor tetap dak biso aplikasih taik ni",1
mantap,5
luar biasa,5
"apk gak bermutu,mau bayar pakai apk ini aja di buat ribet..",1
"knp dana cicil saya tdk bisa dipakai, padahal ada limit",3
👍,5
tolong di perbaiki lagi dong saya nggak bisa scan qr di suruh edit foto terus.,5
aplikasi sangat bagus,5
keren bangett,5
mantap aplikasi nya bosku,5
aplikasi ini sangat membantu,5
hadiah mana ne,5
nice,4
sangat membantu,5
ok,5
penanganannya bertele-tele.,1
ngpe dek tau mzuk ni,5
aktifkan dana cicil saya,5
bagus sangat membantu,5
sulit hapus akun,1
sip mantap,5
"sudah lama pakai dana,cuma dana cicil saya tidak muncul muncul",5
sangat bagus,5
Good,5
SEMAKIN RIBET UNTUK LOGIN DANA UDAH VERIFIKASI WAJAH MASIH AJA ADA KODE OTP KALAU NOMOR TIDAK AKTIF TERUS GIMANA BISA LOGIN.....!,1
Bagus bermanfaat,4
saldo sering hilang,1
kok punya saya ga ada dana cicil nya?,3
saya tidak bisa membuka apk ini karena bug 2 hp saya tidak bisa membuka apk ini,2
oke,5
oke,5
bagus,5
sangat baik praktis,5
bagus dan pengiriman cepat,5
tolong muncul kan fitur dana cicil d semua akun lah biar semakin nyaman,5
LOL NGISI NOMOR BUAT TF KE BANK MULU YANG GW MKSD TU KE NOMOR DANA LAIN COK BUKAN BANK LOL,1
sangat bagus,5
Gak ada menu dana cicil padahal dah premium dan dr awal aplikasi dana saya sudah jadi user,2
memuaskan,5
good,5
kenapa akun saya tidak ada fitur dana cicil. padahal saya sudah update dan sering transfer padahal saya pengguna lama.,3
sangat berguna,5
pengen punya danacicil tpi blom muncul muncul menunggu sampai kapan,5
sangat berguna,5
matap,5
Enak,5
mudah bertransaksi dan mudah kirim uang trimakasih DANA,5
baik,5
g bisa login lemot,1
membantu,4
"i love it, everything is simple",5
bagus,5
sistem sedng sibuk susah mengirim uang nya,5
"mudah mengoperasikan dan memudahkan transaksi ,akses cepat praktis dan gratis pengiriman",5
bagus,3
Perfect,5
terbaik,5
dana bagus sangat membantu,5
okey,5
mantap,5
mantap,5
ORA dana cicil padahal udah lama pake dana,5
ok,5
bauss,5
sangat membantu,5
bagus,5
sangat membantu,4
bagus,5
mantap,5
"Dear Dana, I cannot log in to my Dana account using a passkey or password. Please help me log in using the OTP code sent to the linked email. Thank you, dear Dana.",4
kapan dana cicil saya m uncul,5
sangat memuaskan,5
udah lama pakai apk dana tapi gak muncul fitur dana cicil nya 😮‍💨,3
semua lebih mudah semenjak paki aplikasi dana dan praktis,5
cara mengaktifkan dana cicil,5
ini sangat bagus buat tabungan,5
aplikasi ini sangat baik,5
mantap,5
luar biasa bagus,5
dada cicil saya elor,5
ok,5
tlong aktifkan kembali dana cicil saya biar saya bisa menggunakannya lagi percuma saya sudah pakai aplikasi ini bertahun tahun,5
bisa pinjam saldo ngak? wkwkkw,5
sangat bagus,5
alhamdulillah,5
"AKUN DI BEKUKAN KARNA DI PROTEKSI !! CHAT DIANA ROBOT YANG JAWABAN GITU2 AJA , EMAIL JUGA GAK ADA RESPON UANG NYANGKUT GAK BISA DIKIRIM , UANG MASUK BISA , GILIRAN MAU KIRIM UANG GAK BISA .. GA ADA TANGGUNG JAWAB NYA SAMA SEKALI !!!",1
sangat membantu.dan terpercaya.bersama dana.makasih....,5
nyaman mantab bagus,5
mantap betul 🔥,5
bgus,5
sangat bagus.. terima kasih banyak,5
"hati"" yg pakek dana klo nmer hangus.. sdh di urus banyak alasannya.. ini penipu berbasis aplikasi.. saya sdah 2 kali kena",1
mantap,5
sangat baik,5
"bener"" aplikasi ancur, lu bikin apl buat konsumen, konsumen nilai lu jelek tuh observasi, ini cuma suruh ngobrol sama diana yang jawabannya tuh template, mending ngobrol sama orang tolol dibanding sama diana bot yang ga ngerti apa"", lu punya tim kan? masa gapunya satu pun karyawan yang tugasnya buat solve problem, aneh lu semua. ngurus akun ae harus nunggu 90 hari, ribet",1
ok,5
Transaksi mudah pokonya akunya jadikan dulu premium terus nanti lu bakal dapat dana cicil Wahh mantap pokonya terimakasih sukses terus dana,5
"sudah 4 hari akun dana saya tidak bisa dibuka,mohon solusinya admin setelah diupdate malah gk bisa masuk,hanya loding setelah memasukan nomor dananya dan berhenti lodiang kemudian tampilan gelap dan tidak ada tampilan apapun.mohon solusinya,jika bisa dibuka saya kasih bintang 5",1
"ganti nomor aja susah banget dipersulit, udah tau mau ganti nomor baru karena nomor lama bermasalah, hilang, ini malah minta verifikasi wa, kan ga ngotak namanya. ganti lewat customer care juga disuruh nunggu 2 hari kerja, ini udah 3 hari ga ada perubahan tiba tiba dapet notif kendala anda sudah diselesaikan, tapi hasilnya ga ada nomor masih ga berubah. gimana pihak dana??? ente kadang kadang nyusahin juga ya",1
apk yg sangat membantu,5
good,5
dana cicil bos,5
Sangat baik🥰,5
lambat kali dana tolong untuk di percepat,1
bagus,5
aplikasinya aneh pdhal udh di isi saldonya tapi kok belum ada saldonya apakah saldo ini akan hangus,1
"sebelum nya trimakacih banget buat dana karna dengn aplikasi ini urusan menjadi lebih mudah , sukses slalu buat dana dan mudah²an kedepan lebih baik trus ♥️♥️",5
sangat 👍,5
udah pake dana bertahun-tahun baru kali ini mau paketin data mlh eror gabisa tapi klo untuk tf masih bisa,4
"oke bgt buat transaksi apapun, mantap🫰🏻",4
mntap,5
sangat mrmbantu,5
Mohon maaf ya tolong dong muncul kan di dalam aplikasi dana saya nya ada dana cicilan kenapa di akun dana saya sendiri tidak ada itu.kenapa semua orang ada dana cicilan nya mereka dapat kan itu. terima kasih.,3
oke skrg makin baik lg apk ini. smoga keamanan nya makin bagus,5
wow keren,5
timbulkn dana cicil dong,5
good,5
"Bisa ka saya menggunakan Fitur-fitur Dana Cicil, keren akun saya sudah Premium",5
sangat puas dan aman,5
Mantap👍👍👍,5
dana instan nya ga muncul min,5
aplikasi dana sangat bagus sekali mantap,5
dana cicil,5
dana cicil saya blm ada,1
bagus,5
bagus,5
makasih dana sangat membantu,5
dana cicil saya sudah ada namun tidak bisa di gunakan,5
cukup bagus buat transfer dana,5
mantapplp,5
"bagus, kadang notifnya telat masuk...",5
aplikasi cukup membantu dengan baik dalam proses pembayaran,5
"pokok,e mantap",5
"semoga amanah, sejauh ini nyaman dan percaya",5
"aplikasi jelek, duit mamah saya ga bisa di TF atau tarik ga bisa daftar dana premium pdhl KTP udh bener ..ga jelas bgt ...jangan download rugi",1
"kak,,ko dana cicil saya ga bisa di pakai?",5
sebelum ada fitur DANA instan di hp ku bintang 1 dulu.terima kasih,1
saya blom mendapatkan dana cicil,1
apakah aman simpan di dana,3
sudah muncul dana cicil tapi ga bisa aktivasi kenapa yaa???,1
kok ga ada fiture danacicil,5
"Saya kasih bintang 5 biar di baca . Saya mau tanya,kenapa fitur dana cicil sudah tersedia ketika di klik proses malah putih pada layar fitur? apakah fitur belum 100% tersedia?",5
bagus,4
"sengaja di hapus bintangnya, saya kecewa ada nya dana cicil tapi gak bisa diakses padahal teransaksi saya hampir setiap hari pake dana,",2
Ok,4
oke,5
butuh fitur dana cicil,5
good,5
"aplikasi ini kok tidak dapat transaksi kirim dan transfer, kok di bekukan sampai kapan",5
tolong keaamanan aku dirahasiakan bos..,1
baik membantu,5
sangat memuaskan,5
membantu,5
apk lemot padahal sinyal bagus tapi mau masuk aja susah,2
saya sudah lama menggunakan aplikasi dana tapi saya mengajukan fitur dana cicil tidak di sediakan oleh pihak aplikasi,1
mantap masalah saya terselesaikan walaupun hampir sebulan namun saldo yg ada tetap aman,5
dana cicil saya knapa y ga bisa dibuka.. padahal menunya SDH muncul ..,5
oke,5
sangat baguss cepat aman,5
baik,5
bagus,5
sangat membantu,5
bagus cepat,5
aman,5
aplikasi bagus,5
saya sangat puas,5
"hati dana bisa dijebol sm penipu bahaya, dana saya hilang dijebol penipu yg pakai aplikasi dana hati2",1
sangat membantu,5
oke,5
kok gak bsa buat upgrade sich pdal ad bwak surat penting mlh gak bsa,1
mudah2n bisa lbih baik lgi,5
"tidk bisa masuk krna sala pin, padahl gw baru instal,gimana ini?",1
terbaik,5
BAGIS BNGT ANJAYYY DOWNLOAD GA LO PADAAA,5
bagus,5
tidak bisa menghapus aktivitas,2
bgus,5
ini dana kenapa njirr... buat bayar listrik gx bisa. perbaiki atau ku kasih *1,1
sangat bagus dan mudah di gunakan,5
bagus 👍👍👍,3
sangat bagus,5
mau login aja.apk dna g ad respon hdech.mkim kesini makin jlek apk nya,1
amanah,5
sangat puas dengan layanan in,5
"Semakin Membantu Dalam Hal Apapun,,Terutama Ada Menu DANA CICIL juga...Sukses Selalu",5
kenapa fitur dana cicil saya tidak berfungsi kena bug gak bisa di buka,1
memuaskan,5
sangat simple,5
Aplikasi luar biasa,5
baik,4
sangat membantu,5
cukup bagus,5
sayang saya tida mendapatkan limit dana cicil,5
"SAYA SUDAH MENGIKUTI PERINTAHNYA DIANA TAPI VERIFIKASI MASIH GAGAL JUGA UDAH NUNGGU SAMPE 1 MINGGU INI . CHAT IG GAK ADA RESPON ,KIRIM EMAIL Di HELP Dana gak ada balesan. LU KERJA NYA NGAPAIN SIi",1
cukup membantu,5
"bagus, semoga aman",5
"sebuah layanan yang bagus,cuma ada sedikit kendala untuk menautkan akun ke toko bintang",5
sangat mudah dan membantu,5
aplikasi nya bagus.tapi kok sering apgret ya,5
kenapa limitnya eror GK ada malah kosong padahal saya GK punya cicilan dan sebelum nya masih bisa sudah pernah knpa skrg GK bisa,5
ok,5
good,5
"cara mengembalikan saldo yang terkuras oleh pihak seluler dan telekomunikasi, mohon di bantu",5
sangat puas,5
sangat luar biasa...👍,5
apk nya best banget,5
𝐠𝐢𝐦𝐚𝐧𝐚 𝐦𝐚𝐮 𝐤𝐢𝐫𝐢𝐦 𝐬𝐬 𝐬𝐚𝐧 𝐤𝐚𝐤 𝐤𝐥𝐨 𝐦𝐚𝐬𝐮𝐤 𝐝𝐚𝐧𝐚 𝐠𝐤 𝐛𝐢𝐬𝐚 𝐧𝐠𝐚𝐩𝐚-𝐧𝐠𝐚𝐩𝐚𝐢𝐧 𝐬𝐞𝐥𝐚𝐥𝐮 𝐤𝐨𝐧𝐞𝐤𝐬𝐢 𝐢𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐭𝐞𝐫𝐩𝐮𝐭𝐮𝐬 𝐰𝐚𝐥𝐨 𝐬𝐮𝐝𝐚𝐡 𝐝𝐢 𝐢𝐬𝐢 𝐩𝐚𝐤𝐞𝐭𝐚𝐧𝐧𝐲𝐚...,1
pembayaran lebih gampang,5
sayang sekali tidak ada fitur dana cicil,5
sangat membantu enk buat tranper,5
kenapa akun dana cicil saya tidak bisa dipakai ya,4
ok,5
ber manfaat,5
ok👍,5
"DANA CICIL bagus banget dan sangat bantu sekali, tapi DANA INSTAN udah ngak bisa bantu lagi sebelumnya sangatlah bantu banget. tetap semangat DANA",1
jos,5
sangat puas,5
Bagus dan sangat membantu,5
sangat membantu..,5
"mantap aplikasinya, mohon ditingkatkan lagi kinerja servernya.",5
ribet,1
sangat bagus,5
susah bngt mau hapus akun,3
apk bagus,5
sangat baik,4
"sering gagal, banyak gagal transaksi",1
bagus dan terprcya,5
"SGT bagus,cepat,dan murah pengiriman nya",5
apk dana lagi ok bgt,5
ok,5
kadang gangguan transfer ke e-wallet lain,5
transaksi semakin mudah menggunakan dana,1
sangat memuaskan karna dimana aja bisa saling berbagi,5
"sampai saat ini,saya belum pernah sama sekali mendapatkan kendala, mudah mudahan seterusnya seperti itu",5
transaksi apapun super mudah👍,5
Bagus,5
ngebug mulu anj apk nya,1
"kok aku top up dana nggak bisa , ada tulisan lagi ada kendala di dana",1
knp di akun saya GK ad dana cicil,5
dana cicil saya belom muncul,5
sangat bagus,5
bagus,5
memuaskan,5
tolong munculkan fitur dana cicil,4
semoga rezeki berlimpah,5
sangat bagus dan bermanfaat,5
jelek banget pekerjaan customer care kalian,1
bagus si tapi nda bisa melakukan pinjaman,5
sangat membantu,5
bgus bngat,3
ok,5
sangat membantu terus tingkatkan,5
server sering down dan tidak segera diperbaiki,1
saya sudah menggunakan apk dana sangat lama. dan berbagai segala transaksi. tpi belum ada fitur dana cicil. tolong bantuannya 🙏🙏,2
sangatembantu,5
bagus 👍mantap,5
sangat membantu,5
aplikasi terburukkkkkkkkk uang sayaaaa hilang tiba tibaaaaaa,1
"Gimana ya cara nya Buka Dana nya kalou lupa PINnya, Bisa bantu kah ada solusinya ngak...",4
sangat puas,5
bagus,5
luar biasa,5
bagus,5
mantap,5
Bagus,5
super,5
muantaaaaapppp,5
saka sekali apk dana,5
cara mudah bertransaksi,5
kalau bisa kapasitas penyimpanan uangnya dinaikin max 50-100 juta,4
ok,5
mana di akun dana gw ga ada dana cicil dana instan nya bos,4
goood,5
sangat sangat membantu dalam proses pembelajaran,5
"Sangat puas, lengkap dan mudah untuk proses pembayaran.",5
keren bngt,5
kalo bisa limit nya naik lgy,5
saldo terpotong tanpa acc pemilik akun,4
"Lemot aplikasinya, jaringan bagus kuota full",1
akun Dana saya susah login,5
"alhamdulillah dana memang cepat dan amanah,terimakasih dana",5
sangat membantu hidup saya. terimakasih dana,5
Bagus👍,4
"Kurang proporsional bagi saya , Tidak sesuai dengan keinginan, Menyelesaikan Masalah pun gak bisa teratasi, Pemindahan saldo saya dari Akun lama ke akun baru ga bisa di selesaikan, Dalam 1 bulan ini saya ajukan Tetap itu itu aja Pertanyaan ny , padahal udh saya jwb tapi sama aja GK bisa selesai kan... tolong yah pengguna apk Dana , Klian sebagai costumer Harus Proposional oke .",1
